2019;1;0;0.464
2019;1;1;0.448
2019;1;2;0.476
2019;1;3;0.647
2019;1;4;0.815
2019;1;5;0.926
2019;1;6;0.774
2019;1;7;0.636
2019;1;8;0.533
2019;1;9;0.491
2019;1;10;0.516
2019;1;11;0.657
2019;1;12;0.737
2019;1;13;0.744
2019;1;14;0.758
2019;1;15;0.783
2019;1;16;0.93
2019;1;17;0.831
2019;1;18;0.852
2019;1;19;0.808
2019;1;20;0.723
2019;1;21;0.81
2019;1;22;0.853
2019;1;23;0.642
2019;1;24;0.672
2019;1;25;0.711
2019;1;26;0.9
2019;1;27;0.823
2019;1;28;0.807
2019;1;29;0.813
2019;1;30;0.737
2019;1;31;0.71
2019;1;32;0.664
2019;1;33;0.401
2019;1;34;0.534
2019;1;35;0.537
2019;1;36;0.57
2019;1;37;0.508
2019;1;38;0.568
2019;1;39;0.323
2019;1;40;0.21
2019;1;41;0.404
2019;1;42;0.008
2019;1;43;0.028
2019;1;44;0.052
2019;1;45;0.003
2019;1;46;0.003
2019;1;47;0.003
2019;1;48;0.003
2019;1;49;0.003
2019;1;50;0.003
2019;1;51;0.003
2019;1;52;0.003
2019;1;53;0.003
2019;1;54;0.003
2019;1;55;0.003
2019;1;56;0.003
2019;1;57;0.003
2019;1;58;0.003
2019;1;59;0.003
2019;1;60;0.003
2019;1;61;0.003
2019;1;62;0.003
2019;1;63;0.003
2019;1;64;0.003
2019;1;65;0.004
2019;1;66;0.012
2019;1;67;0.005
2019;1;68;0.004
2019;1;69;0.014
2019;1;70;0.004
2019;1;71;0.003
2019;1;72;0.004
2019;1;73;0.012
2019;1;74;0.023
2019;1;75;0.02
2019;1;76;0.008
2019;1;77;0.053
2019;1;78;0.051
2019;1;79;0.034
2019;1;80;0.026
2019;1;81;0.005
2019;1;82;0.045
2019;1;83;0.142
2019;1;84;0.273
2019;1;85;0.257
2019;1;86;0.321
2019;1;87;0.361
2019;1;88;0.395
2019;1;89;0.453
2019;1;90;0.516
2019;1;91;0.651
2019;1;92;1.428
2019;1;93;2.168
2019;1;94;2.227
2019;1;95;2.099
2019;1;96;2.117
2019;1;97;2.209
2019;1;98;2.147
2019;1;99;2.136
2019;1;100;2.023
2019;1;101;1.972
2019;1;102;1.878
2019;1;103;2.033
2019;1;104;2.337
2019;1;105;2.361
2019;1;106;2.338
2019;1;107;2.453
2019;1;108;2.148
2019;1;109;2.442
2019;1;110;2.768
2019;1;111;2.634
2019;1;112;2.56
2019;1;113;2.781
2019;1;114;2.586
2019;1;115;2.158
2019;1;116;1.588
2019;1;117;1.58
2019;1;118;1.259
2019;1;119;1.336
2019;1;120;1.439
2019;1;121;1.598
2019;1;122;1.652
2019;1;123;1.795
2019;1;124;1.491
2019;1;125;1.471
2019;1;126;1.343
2019;1;127;1.446
2019;1;128;1.85
2019;1;129;1.998
2019;1;130;1.953
2019;1;131;1.696
2019;1;132;1.466
2019;1;133;1.12
2019;1;134;0.864
2019;1;135;1.425
2019;1;136;1.346
2019;1;137;1.04
2019;1;138;1.206
2019;1;139;1.274
2019;1;140;1.319
2019;1;141;1.247
2019;1;142;1.331
2019;1;143;1.336
2019;1;144;1.323
2019;1;145;0.87
2019;1;146;0.947
2019;1;147;0.634
2019;1;148;0.412
2019;1;149;0.344
2019;1;150;0.259
2019;1;151;0.217
2019;1;152;0.12
2019;1;153;0.09
2019;1;154;0.004
2019;1;155;0.032
2019;1;156;0.006
2019;1;157;0.003
2019;1;158;0.002
2019;1;159;0.002
2019;1;160;0.024
2019;1;161;0.032
2019;1;162;0.022
2019;1;163;0.003
2019;1;164;0.006
2019;1;165;0.002
2019;1;166;0.002
2019;1;167;0.002
2019;1;168;0.006
2019;1;169;0.021
2019;1;170;0.06
2019;1;171;0.002
2019;1;172;0.005
2019;1;173;0.046
2019;1;174;0.242
2019;1;175;0.001
2019;1;176;0.225
2019;1;177;0.353
2019;1;178;0.376
2019;1;179;0.228
2019;1;180;0.004
2019;1;181;0.004
2019;1;182;0
2019;1;183;0.001
2019;1;184;0.001
2019;1;185;0.004
2019;1;186;0.004
2019;1;187;0
2019;1;188;0
2019;1;189;0.001
2019;1;190;0.055
2019;1;191;0.113
2019;1;192;0
2019;1;193;0
2019;1;194;0.023
2019;1;195;0.089
2019;1;196;0.054
2019;1;197;0.176
2019;1;198;0.374
2019;1;199;0.154
2019;1;200;0.002
2019;1;201;0.001
2019;1;202;0
2019;1;203;0.001
2019;1;204;0.231
2019;1;205;0.263
2019;1;206;0.076
2019;1;207;0.024
2019;1;208;0.001
2019;1;209;0.001
2019;1;210;0.003
2019;1;211;0.004
2019;1;212;0.001
2019;1;213;0.002
2019;1;214;0.003
2019;1;215;0.001
2019;1;216;0.001
2019;1;217;0.003
2019;1;218;0.002
2019;1;219;0.028
2019;1;220;0
2019;1;221;0.127
2019;1;222;0.39
2019;1;223;0.263
2019;1;224;0.04
2019;1;225;0.002
2019;1;226;0.002
2019;1;227;0
2019;1;228;0
2019;1;229;0
2019;1;230;1.424
2019;1;231;1.534
2019;1;232;1.401
2019;1;233;1.051
2019;1;234;0.967
2019;1;235;1.042
2019;1;236;1.075
2019;1;237;1.09
2019;1;238;1.233
2019;1;239;1.091
2019;1;240;0.613
2019;1;241;0.358
2019;1;242;0.056
2019;1;243;0.001
2019;1;244;0.202
2019;1;245;0.566
